q_id,image_id,question,answer,full_answer
394,graph_394_anomalous,Explain the anomaly in Gary Spencer if there are any.,"Gary Spencer, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 9, Ticket 5, Ticket 1, Ticket 8, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph.","Gary Spencer, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 9, Ticket 5, Ticket 1, Ticket 8, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph."
395,graph_395_anomalous,Explain the anomaly in Michael Webb if there are any.,"Michael Webb, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 7, Ticket 5, Ticket 2, Ticket 1, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph.","Michael Webb, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 7, Ticket 5, Ticket 2, Ticket 1, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph."
396,graph_396_anomalous,Explain the anomaly in Jason Thomas if there are any.,"Jason Thomas, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 8, Ticket 4, Ticket 9, Ticket 1, Ticket 2, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph.","Jason Thomas, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 8, Ticket 4, Ticket 9, Ticket 1, Ticket 2, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph."
397,graph_397_anomalous,Explain the anomaly in Tonya Mckenzie if there are any.,"Tonya Mckenzie, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 4, Ticket 2, Ticket 6, Ticket 8, Ticket 9, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph.","Tonya Mckenzie, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 4, Ticket 2, Ticket 6, Ticket 8, Ticket 9, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph."
398,graph_398_anomalous,Explain the anomaly in Edwin Obrien if there are any.,"Edwin Obrien, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 6, Ticket 3, Ticket 8, Ticket 5, Ticket 2, Ticket 4, Ticket 9. It is more than 2 standard deviations away from the mean edges in the graph.","Edwin Obrien, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 6, Ticket 3, Ticket 8, Ticket 5, Ticket 2, Ticket 4, Ticket 9. It is more than 2 standard deviations away from the mean edges in the graph."
399,graph_399_anomalous,Explain the anomaly in Ariana Anderson if there are any.,"Ariana Anderson, a Traveler, has a large number of connections, linking to the following nodes: Ticket 8, Ticket 3, Ticket 4, Ticket 1, Ticket 7, Ticket 6, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph.","Ariana Anderson, a Traveler, has a large number of connections, linking to the following nodes: Ticket 8, Ticket 3, Ticket 4, Ticket 1, Ticket 7, Ticket 6, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph."
400,graph_400_anomalous,Explain the anomaly in Gina Cummings if there are any.,"Gina Cummings, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 3, Ticket 1, Ticket 2, Ticket 7, Ticket 9. It is more than 2 standard deviations away from the mean edges in the graph.","Gina Cummings, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 3, Ticket 1, Ticket 2, Ticket 7, Ticket 9. It is more than 2 standard deviations away from the mean edges in the graph."
401,graph_401_normal,Explain the anomaly in Med 8 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
402,graph_402_normal,Explain the anomaly in Med 9 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
403,graph_403_normal,Explain the anomaly in Med 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
404,graph_404_normal,Explain the anomaly in Med 2 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
405,graph_405_normal,Explain the anomaly in Med 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
406,graph_406_normal,Explain the anomaly in Med 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
407,graph_407_normal,Explain the anomaly in Med 7 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
408,graph_408_normal,Explain the anomaly in Amy Ellis if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
409,graph_409_normal,Explain the anomaly in Jeremy Pope if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
410,graph_410_normal,Explain the anomaly in Med 8 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
411,graph_411_normal,Explain the anomaly in Med 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
412,graph_412_normal,Explain the anomaly in Jackson Wilkins if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
413,graph_413_normal,Explain the anomaly in Elizabeth Harrison if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
414,graph_414_normal,Explain the anomaly in Med 2 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
415,graph_415_normal,Explain the anomaly in Med 8 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
416,graph_416_normal,Explain the anomaly in Med 7 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
417,graph_417_normal,Explain the anomaly in Cathy Fischer if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
418,graph_418_normal,Explain the anomaly in Med 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
419,graph_419_normal,Explain the anomaly in Med 4 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
420,graph_420_normal,Explain the anomaly in Dustin Manning if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
421,graph_421_normal,Explain the anomaly in Sarah Grant if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
422,graph_422_normal,Explain the anomaly in Christopher Robles if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
423,graph_423_normal,Explain the anomaly in Med 7 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
424,graph_424_normal,Explain the anomaly in Med 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
425,graph_425_normal,Explain the anomaly in Adrian Griffin if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
426,graph_426_normal,Explain the anomaly in Med 7 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
427,graph_427_normal,Explain the anomaly in Med 6 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
428,graph_428_normal,Explain the anomaly in Med 5 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
429,graph_429_normal,Explain the anomaly in Curtis Liu if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
430,graph_430_normal,Explain the anomaly in Med 6 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
431,graph_431_normal,Explain the anomaly in Med 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
432,graph_432_normal,Explain the anomaly in Sean Fox if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
433,graph_433_normal,Explain the anomaly in Martin Morrison if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
434,graph_434_normal,Explain the anomaly in Med 9 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
435,graph_435_normal,Explain the anomaly in Med 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
436,graph_436_normal,Explain the anomaly in Terri Garcia if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
437,graph_437_normal,Explain the anomaly in Med 4 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
438,graph_438_normal,Explain the anomaly in Med 8 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
439,graph_439_normal,Explain the anomaly in Med 6 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
440,graph_440_normal,Explain the anomaly in William Rodriguez if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
441,graph_441_normal,Explain the anomaly in Med 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
442,graph_442_normal,Explain the anomaly in William Kennedy if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
443,graph_443_normal,Explain the anomaly in Med 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
444,graph_444_normal,Explain the anomaly in Med 9 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
445,graph_445_normal,Explain the anomaly in Med 7 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
446,graph_446_normal,Explain the anomaly in Alexander Gonzales if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
447,graph_447_normal,Explain the anomaly in Amber Rodriguez if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
448,graph_448_normal,Explain the anomaly in Michael Roberson if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
449,graph_449_normal,Explain the anomaly in Med 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
450,graph_450_normal,Explain the anomaly in Danielle Martin if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
451,graph_451_anomalous,Explain the anomaly in Kenneth Garcia if there are any.,"Kenneth Garcia, a Patient, has a large number of connections, linking to the following nodes: Med 4, Med 1, Med 5, Med 9, Med 8, Med 2, Med 6. It is more than 2 standard deviations away from the mean edges in the graph.","Kenneth Garcia, a Patient, has a large number of connections, linking to the following nodes: Med 4, Med 1, Med 5, Med 9, Med 8, Med 2, Med 6. It is more than 2 standard deviations away from the mean edges in the graph."
